PLAY "Jouer"
LOOKS_LIKE_A_DANCING_FOOL "{1} ressemble à un imbécile qui danse."

LOST_BODY_PART "Partie perdue : {1}"

LUXURY_HINT "Luxe total : {1}"

MAKE_HUMANOID_EFFECT_DESCRIPTION "Transforme la créature en humanoïde"
MAKE_HUMANOID_EFFECT_NAME "rendre humanoïde"

MAKES_A "{1} fait un/une {2}"

MATERIALIZATION_EFFECT_DESCRIPTION "Rematérialise complètement un esprit."
MATERIALIZATION_EFFECT_NAME "matérialisation"

MESSAGE_EFFECT_DESCRIPTION "Affiche un message"
MESSAGE_EFFECT_NAME "effet de message"

MESSAGES_LOG "Journal des messages"

MINION_ACTIVITY_EFFECT_DESCRIPTION "Définit l'activité d'un sbire."
MINION_ACTIVITY_EFFECT_NAME "activité de sbire"

MINION_LEISURE_ZONE_HIGHLIGHT "Zone de loisir des sbires"

MINIONS_DISCOVER_LOCATION "Tes sbires découvrent l'emplacement de {1}."

MINION_TRAIT_EFFECT_NAME "rendre {1}"

MORE_BUTTON "[plus]"

MORE_EXPERIENCED "plus expérimenté"

MOUNT_ACTION "Monter"
MOUNT_BUTTON "Monter"

MOVE_NOW_ACTION "Déplacer maintenant"

NEXT_ENEMY_WAVE "prochaine vague ennemie"

NINE "neuf"

NO_AND_NEVER_ASK "Non, et ne plus demander"

NO_ARMS "sans bras"
NO_HEAD "sans tête"
NO_LEGS "sans jambes"
NO_LIMBS "sans membres"

NO_MESSAGES_YET "Pas encore de messages"

NON_AUTOMATONS "non automates"
NON_HUMANOIDS "non humanoïdes"

NO "Non"

NO_RETIRED_DUNGEONS "Aucun donjon retiré trouvé :("

NO_ROOM_TO_SPAWN "Pas assez d'espace pour apparaître."

NO_TASKS_PRESENT "Aucune tâche présente."

NOT_AVAILABLE "Non disponible"
NOT_AVAILABLE_UNTIL_TURN "Non disponible avant le tour {1}"

OF_SUFFIX "de {1}"

ONE "un"

ORDER_CAPTURE_ACTION "Ordre de capture"

INVENTORY_LABEL "Inventaire :"
OUTDOORS_LABEL "Extérieur"
INDOORS_LABEL "Intérieur"

OWN_TRIBE "tribu personnelle"

PAINTING_DEPICTING "peinture représentant {1}"

PANICS "{1} panique."

PERSISTENT_ITEM_FETCHING_ZONE_HIGHLIGHT "Zone persistante de collecte d'objets"

PET_ACTION "Caresser"

PICK_UP_HOW_MANY "Combien de {1} ramasser ?"

PILLAGE "Pille {1}"

PLACE_FURNITURE_EFFECT_DESCRIPTION "Crée un meuble du type choisi."
PLACE_FURNITURE_EFFECT_NAME "construire un meuble"

PLANNED_HINT "Planifié"

PLUS_MINUS_ATTR "{1} {2}"

POEM_ABOUT "{1} à propos de {2}"

POLYMORPH_INTO_EFFECT_DESCRIPTION "Polymorpher en {1}"

POP_LIMIT_REACHED "Limite de population atteinte"

POPULATION_TRIGGER "Population"

PRESS_TO_UNPAUSE "Appuie sur {1} pour reprendre."

SPACE_KEY "espace"

PRIORITY_TASK_HIGHLIGHT "Tâche prioritaire"

PRISONER "prisonnier"

PRISONER_STATUS_DESCRIPTION "Capturé d'une tribu hostile"
PRISONER_STATUS "Prisonnier"

PRISON_MUST_BE_SEPARATE_HIGHLIGHT "La prison doit être séparée de l'extérieur et de tous les escaliers en utilisant des barreaux ou une porte de prison"

PRISON_TILE "case de prison"
"cases de prison" : plural

MINION_PRODUCES "{1} {2} {3}"

PRODUCES_VERB "produit"
WRITES_VERB "écrit"
RAISES_VERB "élève"
FORGES_VERB "forge"
CONCOCTS_VERB "prépare"

YOUR_PROJECTILES_WONT_HIT_ALLIES "Tes projectiles ne toucheront pas les alliés."
HIS_PROJECTILES_WONT_HIT_ALLIES "Ses projectiles ne toucheront pas les alliés."

PROMOTION_TYPE_LABEL "Type de promotion :"

PROXIMITY_TRIGGER "Proximité"

PUSH_ACTION "Pousser"

RACE_OF_LOCATION "Les {1} de {2}"

RAGES "{1} entre en rage."

RANGED_WEAPONS_UPGRADE_TYPE "armes à distance"

REACHES_TRAINING_LEVEL "{1} atteint le niveau d'entraînement {2} {3}"

REALLY_ABSORB "Vraiment absorber {1} ?"

REBELLION_CHANCE_HIGH "élevé"
REBELLION_CHANCE_LOW "faible"
REBELLION_CHANCE_MEDIUM "moyen"

REBELLION_RISK "risque de rébellion"

RECRUITS_AVAILABLE "Tu as découvert {1} ! Des recrues sont maintenant disponibles dans l'interface d'immigration."

GOBLIN_MATRONS_DISCOVERY_MESSAGE "Tu as enfin trouvé tes chères matrones gobelines ! Accepte-les dans ton donjon depuis la liste des immigrants."

N_RECRUITS_AVAILABLE "{1} recrues disponibles."

REMOVE_DUNGEON "Supprimer"

REMOVE_FROM_TEAM_ACTION "Retirer de l'équipe"

REMOVE_FURNITURE_EFFECT_DESCRIPTION "Supprime {1}"
REMOVE_FURNITURE_EFFECT_NAME "supprimer un meuble"

REMOVE_MINION_TRAIT_EFFECT_NAME "supprimer un trait de sbire"

REMOVE_PERMANENT_LASTING_DESCRIPTION "Supprime ou guérit définitivement {1}."
REMOVE_PERMANENT_LASTING_NAME "supprimer définitif {1}"

REMOVE_PRISONERS_OR_INCREASE_FORCES "Libère des prisonniers ou augmente les forces armées."

RENAME_MINION_BUTTON "Renommer"

REQUIRES_ALLY_DISCOVERED "L'allié n'a pas été découvert"
REQUIRES_ALLY_HAVE_RECRUITS "L'allié n'a pas de recrues disponibles pour le moment"

REQUIRES_CONQUERING "Nécessite la conquête de {1}."
REQUIRES_FURNITURE "Nécessite {1}."

REQUIRES_KNOCKING_OUT_ENEMY "Nécessite de mettre K.O. une créature hostile."

REQUIRES_MORE_ATTRACTIONS "Nécessite {1} {2} de plus"

REQUIRES_ATTRACTIONS "Nécessite {1} {2}"

REQUIRES_MORE_LUXURY "Nécessite plus de luxe dans les quartiers : {1} (Total : {2})"

REQUIRES_PERSONAL_QUARTERS "Nécessite des quartiers personnels."

REQUIRES_PERSONAL_QUARTERS_WITH_LUXURY "Nécessite des quartiers personnels avec un luxe total de : {1}."

REQUIRES_PREGNANT_SUCCUBUS "Nécessite une succube enceinte"

REQUIRES_RESOURCE "Nécessite {1}"

REQUIRES_TECHNOLOGY "Technologie manquante : {1}"

REQUIRES_TO_TRAIN_FURTHER "Nécessite {1} pour s'entraîner davantage."

REQUIRES_TWO_PRISON_TILES "Nécessite deux cases de prison."

REQUIRES_UNLOCKING "Nécessite un déblocage"

REQUIRES_UPGRADES "L'objet ne peut pas être fabriqué sans améliorations appliquées."

REQUIRES_X_MORE "Nécessite {2} {1} de plus."

RESISTING_THE_ATTACK_OF "résistant à l'attaque de {1}"

RESISTS_SWAP_POSITION "{1} résiste."

RESOURCE_STORAGE_HIGHLIGHT "Entrepôt de ressources"

RESTORE_KEYBINDINGS_CONFIRM "Es-tu sûr de vouloir restaurer les raccourcis clavier par défaut ?"

RESTRICT_ALL_EQUIPMENT "Tout restreindre"

RESTRICT_GEAR_BUTTON "Restreindre l'équipement"

RETIRED_DUNGEON_UPLOADED "Ton donjon retiré a été téléversé sur l'Atelier Steam. Veux-tu ouvrir sa page dans le navigateur maintenant ?"

RETIRED_SCREENSHOT_TEXT "Ton donjon sera partagé sur l'Atelier Steam avec une capture d'écran jointe. Déplace le rectangle ci-dessous vers une zone appropriée de ton donjon et confirme."

RETIRE_WHEN_READY "Quand tu es prêt, retire ton donjon et partage-le en ligne. D'autres joueurs pourront l'envahir. Pour ce faire, appuie sur Échap et choisis 'retirer'."

RING_OF "anneau de {1}"
"anneaux de {1}" : plural

SAVE_AND_EXIT_CONFIRM "Veux-tu sauvegarder et quitter le jeu ?"

SCROLL_OF_FIRE "parchemin de feu"
"parchemins de feu" : plural

SCROLL_OF "parchemin de {1}"
"parchemins de {1}" : plural

SET_FLAG_EFFECT_DESCRIPTION "Définit un indicateur global comme vrai ou faux"
SET_FLAG_EFFECT_NAME "définir un indicateur global"

SET_FURNITURE_ON_FIRE_EFFECT_DESCRIPTION "Met le feu aux objets"
SET_FURNITURE_ON_FIRE_EFFECT_NAME "mettre le feu"

SEVEN "sept"

SHOVE_EFFECT_DESCRIPTION "Repousse une créature."
SHOVE_EFFECT_NAME "repousser"

SHOW_MESSAGE_HISTORY "Afficher l'historique des messages"

SHOW_TASKS "Afficher les tâches"

SIX "six"

SKELETON_ITEM "squelette de {1}"

SKIP_TURN_ACTION "Passer le tour"

PAUSED_GAME_SPEED "en pause"

SLOW_GAME_SPEED "lent"

SNARLS "{1} grogne."

SOBERS_UP "{1} dégrise."

SOMETHING "quelque chose"

SOUND_EFFECT_EFFECT_DESCRIPTION "Produit un son réel"
SOUND_EFFECT_EFFECT_NAME "effet sonore"

SPECIAL_ATTR_VALUE "{1} {2} {3}"

SPECIAL_HUMANOID_CHAT_REACTION "Je suis le puissant {1} !"

SPECIAL_HUMANOID_HOSTILE_CHAT_REACTION "Je suis le puissant {1}. Meurs !"

SPEED_LABEL "vitesse : "

SPELLCASTERS "lanceurs de sorts"

SPELL_COOLDOWN "Recharge : {1}"

SPELL_SCHOOLS_LABEL "Écoles de magie :"

SPIDER_TASK "Araignée"

SPIRIT_NAME "esprit de {1}"

TWO_HEADED "{1} à deux têtes"
MULTI_HEADED "{1} à plusieurs têtes"
WINGED "{1} ailé"

SQUARE_BRACKETS "[{1}]"

STABLE "écurie"
"écuries" : plural

STAIRS_EFFECT_DESCRIPTION "Utiliser les escaliers"
STAIRS_EFFECT_NAME "escaliers"

IS_NO_LONGER_CRAWLING "{1} se relève."

YOU_NO_LONGER_CRAWLING "Tu te relèves."

START_WITH_TUTORIAL_PROMPT "Veux-tu commencer avec le tutoriel ?"

STEEDS_EQUIPMENT_GROUP "montures"

STOP_TEAM_ORDER_DESCRIPTION "Les membres de l'équipe resteront sur place et ne suivront pas le leader."
STOP_TEAM_ORDER " Arrêter "

SUFFERS_PLAGUE "{1} souffre de la peste."

SUFFERS_POISONING "{1} souffre d'un empoisonnement."

SUMMON_ELEMENT_EFFECT_DESCRIPTION "Invoque un élément ou un esprit des environs."
SUMMON_ELEMENT_EFFECT_NAME "invoquer un élément"

SUMMON_HOSTILE_EFFECT_NAME "invoquer hostile {1}"

SUMMON_HOSTILE_MULTIPLE_EFFECT_DESCRIPTION "Invoque {1} {2} hostiles"

SUMMON_HOSTILE_RANGE_EFFECT_DESCRIPTION "Invoque de {1} à {2} {3} hostiles"

SUMMON_HOSTILE_SINGLE_EFFECT_DESCRIPTION "Invoque un {1} hostile"

SUMMON_MINIONS_EFFECT_DESCRIPTION "Invoque tous les sbires combattants."
SUMMON_MINIONS_EFFECT_NAME "invoquer les sbires"

SUMMON_EFFECT_NAME "invoquer {1}"

SUMMON_MULTIPLE_EFFECT_DESCRIPTION "Invoque {1} {2}"

SUMMON_RANGE_EFFECT_DESCRIPTION "Invoque de {2} à {3} {1}"

SUMMON_SINGLE_EFFECT_DESCRIPTION "Invoque un {1}"

SURVIVED "A survécu"

SWAP_POSITION_ACTION "échanger de position"

SWAP_POSITION_EFFECT_DESCRIPTION "Échange de position avec un ennemi."
SWAP_POSITION_EFFECT_NAME "échanger de position"

SWING "Tu frappes {2} avec ton/ta {1}."

SWITCH_LEADER_ACTION "Changer de leader"

TAKE_CONTROL "Prendre le contrôle"

TAKE_ITEMS_EFFECT_DESCRIPTION "Prend de force des objets à la créature"
TAKE_ITEMS_EFFECT_NAME "prendre des objets"

TASKS "Tâches"

TEAM_TASK "Tâche d'équipe : {1}"

TEMPORARY_POLYMORPH_EFFECT_NAME "polymorphe temporaire"
TEMPORARY_POLYMORPH_EFFECT_NAME2 "polymorphe temporaire en {1}"

YOUNG_WOMAN feminine "jeune femme"

PERMANENT_POLYMORPH_EFFECT_NAME "polymorphe permanent"

TEN "dix"

THE_ARTICLE "le/la {1}"

THE_CAPTURING_OF "la capture de {1}"
THE_CONQUERING_OF "la conquête de {1}"
THE_DEATH_OF "la mort de {1}"

THEFT_TRIGGER "Vol d'objet"

THE_PILLAGING_OF "le pillage de {1}"

THE_PLAYER "le joueur"

THE_SLAYING_OF "le massacre de {1} par {2}"

THE_MASSACRE_OF "le massacre de {1}"

THE_SPELL_FAILED "Le sort a échoué."

THE "le/la {1}"

THE_TORTURING_OF "la torture de {1}"

THREE "trois"

THROWN_BACK "repoussé"

TORTURE_TASK "Torturer {1}"

TORTURE_UNAVAILABLE_HIGHLIGHT "Torture indisponible en raison de la limite de population"

TRADE_WITH "Échanger avec {1}"

TRADING_AVAILABLE "Tu as découvert {1} ! Le commerce est maintenant disponible dans l'interface des vilains."

TRAINING_EFFECT_DESCRIPTION "Entraîne {1} en {2}"
TRAINING_EFFECT_NAME "entraînement de {1}"

TRAINING_INFO_LABEL "Entraînement"

TRAINING_LIMIT_BUFF_DESCRIPTION "Augmente la limite d'entraînement de {1} de {2}"
TRAINING_LIMIT_DEBUFF_DESCRIPTION "Réduit la limite d'entraînement de {1} de {2}"

TRAINING_LIMIT_EFFECT_NAME "limite d'entraînement de {1}"

TRAINING_LIMIT_LABEL "(limite {1})"

TRAINING_POTENTIAL_LABEL "Potentiel d'entraînement :"

TREE_CUTTING_TASK_HIGHLIGHT "Tâche d'abattage"

TRIBES_HAVE_FORMED_ALLIANCE "Les tribus de {1} ont formé une alliance contre toi."

THE_LAST_ALLIANCE_OF "La dernière alliance de {1}"

TRIBE_LEADER_STATUS_DESCRIPTION "Le tuer arrêtera l'immigration"
TRIBE_LEADER_STATUS "Chef de tribu"

TRIBE_OF_IS_DESTROYED "La tribu de {1} a été détruite."

TRIGGERS_SOMETHING "{1} déclenche quelque chose."

TRIGGER_TRAP_EFFECT_DESCRIPTION "Déclenche un piège s'il est présent."
TRIGGER_TRAP_EFFECT_NAME "déclencher un piège"

YOU_INVISIBLE "Tu peux te voir toi-même !"

IS_INVISIBLE "{1} disparaît."

TUTORIAL_NOT_THERE "Le tutoriel n'est pas encore disponible"

TWELVE "douze"
TWO "deux"

UI_EFFECT_DESCRIPTION "Affiche une interface"
UI_EFFECT_NAME "interface"

UNDEAD_DAMAGE_EXPLANATION "Les créatures non-mortes ne subissent pas de dégâts normaux et doivent être détruites en étant coupées ou en utilisant le feu."

UNDEAD_KINGS_UPGRADE_TYPE "rois non-morts"

UNDEAD "Non-mort"

UNLOCK_DOOR_ACTION "Déverrouiller"

UNLOCK_EFFECT_DESCRIPTION "Débloque une fonctionnalité du jeu"
UNLOCK_EFFECT_NAME "débloquer"

UNNAMED_ATTACKER "un attaquant sans nom"
USAGE_EFFECT "Effet à l'utilisation : {1}"

USE_A_SHIELD_HINT "Utilise un bouclier !"

USE_FURNITURE "utiliser {1}"

VERY_FAST_GAME_SPEED "très rapide"

VICTIM_AFFECTED_BY "victime affectée par : {1} ({2} de chance)"

VICTORY "Victoire !"

VIEW_MESSAGE_BOARD "voir {1}"

VILLAIN_CONQUERED "Conquis"

VILLAIN_LOCATION_UNKNOWN "Emplacement inconnu"

VILLAIN_OUTSIDE_INFLUENCE_ZONE "Hors de la zone d'influence"

VILLAINS_MENU_ACTION "[{1}]"

VILLAIN_TRIGGERED_BY "Déclenché par :"

VILLAIN_TRIGGERED "déclenché"

VILLAIN_TYPE_ALLY "Allié"

VILLAIN_TYPE_LESSER "Vilain mineur"

VILLAIN_TYPE_MAIN "Vilain principal"

VILLAIN_TYPE_MINOR "Petit vilain"

VILLAIN_TYPE_OTHER "Autre"

VILLAIN_TYPE_PLAYER "Joueur"

VILLAIN_TYPE_RETIRED "Joueur retiré"

VULTURE_LANDS_NEAR "Un vautour atterrit près de {1}."

WAKES_UP "{1} se réveille."

WEAPON_DEGRADATION_DESCRIPTION "Réduit la capacité de l'arme"

WEAPON_DEGRADATION_NAME "dégradation d'arme"

WEAPON_ENCHANTMENT_DESCRIPTION "Augmente la capacité de l'arme"

WEAPON_ENCHANTMENT_NAME "enchantement d'arme"

WEAPONS_UPGRADE_TYPE "armes"

WELCOME_TO_SHOP "Bienvenue à la boutique de {1} !"

WHEN_INDOORS "quand il est à l'intérieur"

WHEN_IN_TERRITORY "quand il est en territoire"

WHEN_OUTDOORS "quand il est à l'extérieur"

WHEN_POP_LIMIT_REACHED "quand la limite de population est atteinte"

WHICH_DIRECTION_THROW "Dans quelle direction veux-tu lancer ?"

WHICH_DIRECTION "Dans quelle direction ?"

WILL_BE_REPLACED "Augmente la limite de population de 1. Sera remplacé gratuitement s'il meurt"

WING_BODY_PART "aile"
"ailes" : plural

WISH_EFFECT_DESCRIPTION "T'exauce un souhait."

WISH_EFFECT_NAME "souhait"

WITH_FREQUENCY "avec une fréquence de {1}"

WITH_HEALTH "avec santé"

WITH_SUFFIX "avec {1}"

WORKSHOP_CHANGE_COUNT_BUTTON "Changer le nombre d'objets"

WORKSHOP_REMOVE_BUTTON "Retirer"

WORKSHOP_UPGRADE_BUTTON "Améliorer"

WOUNDED "Blessé"

WRITE_ON_BOARD_ACTION "Écrire sur le tableau"

WRITES_A "{1} écrit {2}"

YES "Oui"

YOU_ARE_AWARE_OF_DANGER "Tu es conscient du danger"

YOU_ARE_BEING_ATTACKED_BY "Tu es attaqué par {1}."

YOU_ARE_BITTEN_IN_THE_NECK "Tu es mordu au cou !"

YOU_ARE_BURNT_BY_THE_SUN "Tu brûles à cause du soleil."

YOU_ARE_CRITICALLY_WOUNDED "Tu es grièvement blessé !"

YOU_ARE_CUT_IN_HALF "Tu es coupé en deux !"

YOU_ARE_DROWNED_BY "Tu es noyé par {1}"

YOU_ARE_FLYING "Tu voles."

YOU_ARE_MOVING_FASTER_AGAIN "Tu te déplaces à nouveau plus vite."

YOU_ARE_MOVING_SLOW_AGAIN "Tu te déplaces à nouveau plus lentement."

YOU_ARE_NO_LONGER_AGGRAVATES "Tu ne provoques plus les ennemis."

YOU_ARE_NO_LONGER_BLIND "Tu n'es plus aveugle."

YOU_ARE_NO_LONGER_FUNNY "Tu n'es plus drôle."

YOU_ARE_NO_LONGER_HALLU "Tu n'hallucines plus."

YOU_ARE_NO_LONGER_IMMOBILE "Tu n'es plus immobile."

YOU_ARE_NO_LONGER_LOCKED_POSITION "Ta position n'est plus verrouillée."

YOU_ARE_NO_LONGER_PLAGUE_RESISTANT "Tu n'es plus résistant à la peste."

YOU_ARE_NO_LONGER_POISON_RESISTANT "Tu n'es plus résistant au poison."

YOU_ARE_NO_LONGER_POLYMORPHED "Tu n'es plus polymorphé."

YOU_ARE_NO_LONGER_RESTED "Tu n'es plus reposé."

YOU_ARE_NO_LONGER_SATIATED "Tu n'es plus rassasié."

YOU_ARE_NO_LONGER_SLEEP_RESISTANT "Tu n'es plus résistant au sommeil."

YOU_ARE_SWARMER "Tu ressens l'envie de te jeter sur quelqu'un."

IS_SWARMER "{1} ressent l'envie de se jeter sur quelqu'un."

YOU_ARE_NO_LONGER_SWARMER "Tu n'es plus un essaim."

YOU_ARE_NO_LONGER_VULNERABLE_TO_SUNLIGHT "Tu n'es plus vulnérable à la lumière du soleil."

YOU_ARE_NOT_HURT "Tu n'es pas blessé !"

YOU_ARE_RIPPED_TO_PIECES "Tu es mis en pièces !"

YOU_ARE_SHOT_IN_THE "On te tire dans le/la {1} !"

YOU_ARE_STABBED_IN_THE "On te poignarde dans le/la {1} !"

YOU_ARE_SUCKED_INTO "Tu es aspiré dans le/la {1} !"

YOU_ARE_TURNED_OFF "Tu es éteint."

YOU_ARE_TURNED_ON "Tu es allumé."

YOU_ARE_UNABLE_TO_CAST_SPELLS "Tu ne peux pas lancer de sorts !"

YOU_ARE_UNDER_ATTACK_BY "Tu es attaqué par {1}."

YOU_ARE_WOUNDED "Tu es blessé."

YOU_ARE "Tu es {1}."

YOU_ARE_NO_LONGER "Tu n'es plus {1}."

YOU_BASH_FURNITURE "Tu heurtes le/la {1}."

YOU_BREAK_FREE "Tu te libères."

YOU_BUILD "Tu construis {1}"

YOU_BURNING "Tu brûles !"

YOU_CANT_BREAK_FREE "Tu ne peux pas te libérer !"

YOU_CANT_HIDE_HERE "Tu ne peux pas te cacher ici."

YOU_CANT_MOVE_ANYMORE "Tu ne peux plus bouger."

YOU_CANT_PUSH "Tu ne peux pas pousser {1}"

YOU_CANT_THROW_ANYTHING "Tu ne peux rien lancer !"

YOU_CAST_SPELL "Tu lances un sort"

YOU_CUT_FURNITURE "Tu coupes le/la {1}"

YOU_DESTROY_FURNITURE "Tu détruis le/la {1}"

YOU_DEVELOP_ATTACK "Tu développes une attaque de {1}."

YOU_DIE_OF_POISONING "Tu meurs par empoisonnement."

YOU_DIG_INTO_FURNITURE "Tu creuses dans le/la {1}"

YOU_DISASSEMBLE "Tu désassembles {1}"

YOU_DROP "Tu lâches {1}."

YOU_EAT "Tu manges {1}."

YOU_ENSLAVE "Tu asservis {1}."

YOU_ESCAPE_DEATH "Tu as échappé à la mort !"

ESCAPES_DEATH "{1} a échappé à la mort."

YOU_EXECUTE "Tu exécutes {1}"

YOU_FALL_APART "Tu te désintègres !"

YOU_FALL_INTO "Tu tombes dans le/la {1}."

YOU_FEEL_LIKE_CRACKING_A_JOKE "Tu as envie de raconter une blague."

YOU_FEEL_LIKE_DOING_SOME_WORK "Tu as envie de travailler."

YOU_FEEL_LAZY "Tu te sens paresseux."

YOU_FEEL_LIKE_WORKING_OUT "Tu as envie de t'entraîner."

YOU_FILL_FURNITURE "Tu remplis le/la {1}"

YOU_FILL_UP_TUNNEL "Tu combles le tunnel"

YOU_GROW_LIMBS "Il te pousse {1}."

YOU_GROW_LIMB "Il te pousse {1}."

YOU_HAVE_BEEN_AMBUSHED "Tu as été pris en embuscade !"

YOU_HAVE_SUMMONED "Tu as invoqué {1}."

HAS_SUMMONED "{1} a invoqué {2}."

YOU_HIDE_BEHIND_THE "Tu te caches derrière le/la {1}."

YOU_IMPROVE "Tu améliores ton/ta {1} de {2}."

YOU_LEARN "Tu apprends le/la {1} de {2}."

YOU_LOSE_CONTROL_OF_MINION "Tu perds le contrôle de ton sbire."

YOU_MOUNT "Tu montes {1}."

MOUNTS "{1} monte {2}."

YOU_ONLY_HAVE_ENOUGH_FOR "Tu n'as assez d'or que pour {1} {2}. Payer quand même ?"

YOU_PICK_UP "Tu ramasses {1}."

PICKS_UP "{1} ramasse {2}."

YOU_POLYMORPH_INTO "Tu te transformes en {1} !"

POLYMORPHS_INTO "{1} se transforme en {2} !"

YOU_PUSH "Tu pousses {1}."

PUSHES "{1} pousse {2}."

YOUR_ARMOR_DEGRADES "Ton/ta {1} se dégrade"

YOUR_ARMOR_IS_IMPROVED "Ton/ta {1} est amélioré(e)"

HIS_ARMOR_DEGRADES "Le/la {2} de {1} se dégrade"

HIS_ARMOR_IS_IMPROVED "Le/la {2} de {1} est amélioré(e)"

YOUR_ATTR_IMPROVES "Ton/ta {1} s'améliore"

YOUR_ATTR_WANES "Ton/ta {1} diminue"

HIS_ATTR_IMPROVES "Le/la {2} de {1} s'améliore"

HIS_ATTR_WANES "Le/la {2} de {1} diminue"

YOUR_BODY_CRUMBLES_TO_DUST "Ton corps se réduit en poussière."

YOUR_BODY_PART_IS_BITTEN_OFF "On t'arrache ton/ta {1} d'un coup de dents !"
YOUR_BODY_PART_IS_BROKEN "Ton/ta {1} est cassé(e) !"
YOUR_BODY_PART_IS_CHOPPED_OFF "On te tranche ton/ta {1} !"
YOUR_BODY_PART_IS_CRUSHED "On t'écrase ton/ta {1} !"
YOUR_BODY_PART_IS_RIPPED_TO_PIECES "On met en pièces ton/ta {1} !"
YOUR_BODY_PART_IS "Ton/ta {1} {2} !"
YOU_REINFORCE_THE_WALL "Tu renforces le mur."
HE_REINFORCES_THE_WALL "{1} renforce le mur."
YOU_REMOVE "Tu retires {1}."
REMOVES "{1} retire {2}."
YOUR_EVIL_TRIGGER "Ta méchanceté"
YOUR_IDENTITY_IS_UNCOVERED "Ton identité a été découverte !"
YOUR_INTERNAL_ORGANS_ARE_CRUSHED "Tes organes internes sont écrasés !"
YOUR_INTERNAL_ORGANS_ARE_RIPPED_OUT "Tes organes internes sont arrachés !"
YOUR_ITEM_CRUMBLES "Ton/ta {1} se réduit en poussière."
HIS_ITEM_CRUMBLES "Le/la {2} de {1} se réduit en poussière."
YOUR_LIFE_WILL_NO_LONGER_BE_SAVED "Ta vie ne sera plus sauvée."
YOUR_POWER_TRIGGER "Ton pouvoir"
YOUR_SKULL_IS_SHATTERED "Ton crâne est fracassé !"

YOUR_STOMACH_RECEIVES_A_DEADLY_BLOW "Ton estomac reçoit un coup mortel !"

YOUR_THROAT_IS_SLIT "On te tranche la gorge !"

HIS_THROAT_IS_SLIT "On tranche la gorge de {1} !"

YOUR_WEAPON_DEGRADES "Ton/ta {1} se dégrade."

YOUR_WEAPON_IS_IMPROVED "Ton/ta {1} est amélioré(e)."

HIS_WEAPON_DEGRADES "Le/la {2} de {1} se dégrade."

HIS_WEAPON_IS_IMPROVED "Le/la {2} de {1} est amélioré(e)."

YOU_SET_UP "Tu places {1}."

HE_SETS_UP "{1} place {2}."

YOU_SHEATHE "Tu rengaines {1}."

SHEATHES "{1} rengaine {2}."

YOU_SOBER_UP "Tu dégrises."

YOU_SUFFER_PLAGUE "Tu souffres de la peste."

YOU_SUFFER_POISONING "Tu souffres d'un empoisonnement."

YOU_SWAP_POSITION "Tu échanges de position avec {1}."

SWAPS_POSITION "{1} échange de position avec {2}."

YOU_SWITCH_LEVELS_WITH "Tu changes de niveau avec {1}."

ZERO "zéro"

ABILITIES_LABEL "Capacités"

ACID_EFFECT_DESCRIPTION "Inflige des dégâts d'acide à la peau et à l'équipement."

ACID_EFFECT_NAME "acide"

ACTIVITY_LABEL "Activité"

ACTIVITY_ON_OFF_HINT "Active ou désactive cette activité pour ce sbire."

ADDED_DUNGEONS "Ajouté :"

ADD_REMOVE_UPGRADES_CONTROLLER_HINT "Utilise les touches pour ajouter ou retirer des améliorations :"

ADD_REMOVE_UPGRADES_MOUSE_HINT "Utilise les boutons gauche/droit de la souris pour ajouter ou retirer des améliorations."

A_DEMON "un démon"

AI_TYPE_LABEL "Type d'IA"

ALREADY_RESEARCHED_LABEL "Déjà recherché :"

APPLIES "{1} applique {2}."

ARE_OFFENDED "Tu es offensé"

ASSIGN_GEAR_MINION_BUTTON "Assigner l'équipement"

AT_NIGHT "la nuit"

ATTR_BOOST_DESCRIPTION "Augmente {1} de {2}."

ATTR_BOOST_NAME "amélioration de {1}"

ATTRIBUTES_LABEL "Attributs"

ATTR_LOSS_DESCRIPTION "Diminue {1} de {2}."

ATTR_LOSS_NAME "perte de {1}"

AVAILABLE_WORKSHOP_ITEMS "Disponible :"

AVOID_MELEE_AI_NAME "Éviter le corps à corps"

BAD_POEM_TYPE "mauvais"

BANISH_MINION_BUTTON "Bannir"

BEAK_ATTACK "bec"

BITE "Tu mords {1}."

BITES "{1} mord {2}."

BOARD_MESSAG_TOO_SHORT "Le message est trop court."

BODY_SIZE_HUGE "énorme"

BODY_SIZE_LARGE "grand"

BODY_SIZE_MEDIUM "moyen"

BODY_SIZE_SMALL "petit"

BONE "os"

BOUND_TO_A_PHYLACTERY "Lié à une phylactère"

